Date,Year,Month,Day,Max Temp,Min Temp,Mean Temp,Total Precip (mm),Spd of Max Gust (km/h)
2017-01-01,2017,1,1,-2.5,-8.6,-5.6,2.3,50
2017-01-02,2017,1,2,2.7,-9.1,-3.2,0.0,0
2017-01-03,2017,1,3,0.7,-5.3,-2.3,9.8,33
2017-01-04,2017,1,4,2.6,-5.3,-1.4,9.9,69
2017-01-05,2017,1,5,-4.9,-10.7,-7.8,0.3,70
2017-01-06,2017,1,6,-7.3,-16.2,-11.8,0.0,0
2017-01-07,2017,1,7,-10.1,-18.6,-14.4,0.2,0
2017-01-08,2017,1,8,-10.8,-20.0,-15.4,0.0,35
2017-01-09,2017,1,9,-7.0,-21.4,-14.2,0.0,37
2017-01-10,2017,1,10,1.6,-8.4,-3.4,2.2,59
2017-01-11,2017,1,11,5.9,1.5,3.7,3.0,74
2017-01-12,2017,1,12,5.2,-0.7,2.3,8.8,57
2017-01-13,2017,1,13,-0.3,-14.7,-7.5,0.4,61
2017-01-14,2017,1,14,-6.6,-16.6,-11.6,0.2,0
2017-01-15,2017,1,15,-6.9,-11.2,-9.1,0.0,0
2017-01-16,2017,1,16,3.0,-9.9,-3.5,0.0,50
2017-01-17,2017,1,17,-0.2,-5.4,-2.8,0.2,39
2017-01-18,2017,1,18,-1.2,-5.2,-3.2,4.1,33
2017-01-19,2017,1,19,2.0,-1.2,0.4,0.7,0
2017-01-20,2017,1,20,2.3,0.3,1.3,0.0,0
2017-01-21,2017,1,21,2.0,0.5,1.3,0.7,0
2017-01-22,2017,1,22,2.3,-2.4,-0.1,0.2,43
2017-01-23,2017,1,23,0.2,-3.5,-1.7,0.0,43
2017-01-24,2017,1,24,-2.2,-3.8,-3.0,4.7,48
2017-01-25,2017,1,25,0.7,-2.3,-0.8,1.5,0
2017-01-26,2017,1,26,1.4,0.1,0.8,4.3,39
2017-01-27,2017,1,27,1.0,-3.1,-1.1,1.6,54
2017-01-28,2017,1,28,0.5,-2.7,-1.1,0.0,39
2017-01-29,2017,1,29,0.0,-6.5,-3.3,0.9,32
2017-01-30,2017,1,30,-6.4,-14.1,-10.3,0.4,0
2017-01-31,2017,1,31,-6.7,-17.7,-12.2,0.0,0
2017-02-01,2017,2,1,-6.1,-13.8,-10.0,0.0,0
2017-02-03,2017,2,3,-5.1,-9.2,-7.2,0.5,37
2017-02-04,2017,2,4,-3.1,-11.7,-7.4,0.0,43
2017-02-05,2017,2,5,0.1,-7.7,-3.8,0.2,52
2017-02-06,2017,2,6,-7.6,-13.8,-10.7,1.1,43
2017-02-07,2017,2,7,1.3,-11.8,-5.3,17.1,48
2017-02-08,2017,2,8,4.4,-9.5,-2.6,11.6,65
2017-02-09,2017,2,9,-9.5,-15.2,-12.4,0.0,35
2017-02-10,2017,2,10,-12.8,-16.2,-14.5,0.0,46
2017-02-11,2017,2,11,-10.2,-13.7,-12.0,0.7,32
2017-02-12,2017,2,12,-3.2,-13.4,-8.3,5.0,32
2017-02-13,2017,2,13,-3.0,-8.0,-5.5,13.3,35
2017-02-16,2017,2,16,-2.0,-5.0,-3.5,1.6,37
2017-02-17,2017,2,17,-2.7,-8.3,-5.5,0.0,43
2017-02-18,2017,2,18,8.3,-4.9,1.7,0.0,52
2017-02-19,2017,2,19,7.6,0.3,4.0,0.0,41
2017-02-20,2017,2,20,0.9,-6.3,-2.7,0.0,0
2017-02-21,2017,2,21,3.4,-7.0,-1.8,0.0,33
2017-02-22,2017,2,22,8.1,0.2,4.2,0.0,0
2017-02-23,2017,2,23,12.6,1.8,7.2,0.0,46
2017-02-24,2017,2,24,4.8,1.0,2.9,1.0,41
2017-02-25,2017,2,25,14.7,0.3,7.5,27.4,56
2017-02-26,2017,2,26,2.1,-4.8,-1.4,0.2,65
2017-02-27,2017,2,27,5.8,-2.1,1.9,0.0,56
2017-02-28,2017,2,28,8.3,-4.0,2.2,0.0,0
2017-03-01,2017,3,1,7.2,2.0,4.6,14.5,43
2017-03-02,2017,3,2,5.8,-10.0,-2.1,0.2,65
2017-03-03,2017,3,3,-7.6,-14.4,-11.0,0.0,44
2017-03-04,2017,3,4,-12.0,-17.7,-14.9,0.0,46
2017-03-05,2017,3,5,-6.0,-17.4,-11.7,0.0,0
2017-03-06,2017,3,6,0.6,-12.1,-5.8,0.0,0
2017-03-07,2017,3,7,5.8,-2.7,1.6,11.8,33
2017-03-08,2017,3,8,10.6,1.1,5.9,4.2,57
2017-03-09,2017,3,9,2.1,-5.5,-1.7,0.3,63
2017-03-10,2017,3,10,-4.3,-18.9,-11.6,0.2,52
2017-03-11,2017,3,11,-15.0,-20.7,-17.9,0.2,57
2017-03-12,2017,3,12,-10.3,-17.1,-13.7,0.0,43
2017-03-14,2017,3,14,-7.5,-9.4,-8.5,11.6,61
2017-03-15,2017,3,15,-4.4,-8.2,-6.3,4.2,46
2017-03-16,2017,3,16,-3.2,-10.0,-6.6,0.0,46
2017-03-17,2017,3,17,-1.9,-13.2,-7.6,0.0,0
2017-03-18,2017,3,18,0.7,-13.9,-6.6,0.0,32
2017-03-19,2017,3,19,3.7,-7.9,-2.1,0.0,0
2017-03-20,2017,3,20,5.5,-6.8,-0.7,0.2,0
2017-03-21,2017,3,21,4.2,-3.6,0.3,0.2,57
2017-03-22,2017,3,22,-3.6,-13.3,-8.5,0.2,56
2017-03-23,2017,3,23,0.7,-10.9,-5.1,0.0,35
2017-03-24,2017,3,24,0.1,-2.9,-1.4,7.2,0
2017-03-25,2017,3,25,3.0,-6.7,-1.9,1.6,32
2017-03-26,2017,3,26,1.7,-6.0,-2.2,1.0,32
2017-03-27,2017,3,27,4.2,1.3,2.8,9.8,0
2017-03-28,2017,3,28,4.8,0.8,2.8,2.9,0
2017-03-29,2017,3,29,6.0,1.5,3.8,0.0,35
2017-03-30,2017,3,30,5.6,-1.3,2.2,0.0,33
2017-03-31,2017,3,31,5.4,0.5,3.0,9.7,32
2017-04-01,2017,4,1,2.5,0.5,1.5,4.2,0
2017-04-02,2017,4,2,9.8,-0.6,4.6,0.0,0
2017-04-03,2017,4,3,9.0,-0.2,4.4,0.0,0
2017-04-04,2017,4,4,5.7,2.6,4.2,34.0,48
2017-04-05,2017,4,5,7.7,3.8,5.8,2.6,35
2017-04-06,2017,4,6,5.8,2.2,4.0,36.6,57
2017-04-07,2017,4,7,5.6,1.3,3.5,9.8,43
2017-04-08,2017,4,8,7.8,0.3,4.1,0.2,46
2017-04-09,2017,4,9,16.3,-1.4,7.5,0.0,0
2017-04-10,2017,4,10,25.8,7.8,16.8,0.3,76
2017-04-11,2017,4,11,14.2,5.0,9.6,4.0,37
2017-04-12,2017,4,12,10.2,4.2,7.2,2.0,43
2017-04-13,2017,4,13,13.6,3.5,8.6,0.0,44
2017-04-14,2017,4,14,14.3,-0.4,7.0,0.2,0
2017-04-15,2017,4,15,19.1,3.5,11.3,3.1,46
2017-04-16,2017,4,16,15.8,8.2,12.0,14.8,46
2017-04-17,2017,4,17,8.9,3.0,6.0,1.8,46
2017-04-18,2017,4,18,10.0,-0.6,4.7,0.0,37
2017-04-19,2017,4,19,10.1,5.7,7.9,16.8,46
2017-04-20,2017,4,20,10.0,5.2,7.6,0.0,33
2017-04-21,2017,4,21,12.3,7.2,9.8,7.0,50
2017-04-22,2017,4,22,9.4,2.6,6.0,0.3,33
2017-04-23,2017,4,23,18.2,0.6,9.4,0.2,44
2017-04-24,2017,4,24,9.5,0.8,5.2,0.0,33
2017-04-25,2017,4,25,15.6,2.5,9.1,5.4,41
2017-04-26,2017,4,26,15.8,9.3,12.6,0.8,32
2017-04-27,2017,4,27,25.2,10.2,17.7,0.0,37
2017-04-28,2017,4,28,20.8,9.6,15.2,0.2,50
2017-04-29,2017,4,29,19.2,3.5,11.4,0.0,69
2017-04-30,2017,4,30,6.9,2.3,4.6,8.5,35
2017-05-01,2017,5,1,9.9,5.7,7.8,38.1,57
2017-05-02,2017,5,2,16.4,7.5,12.0,0.0,54
2017-05-03,2017,5,3,12.6,4.3,8.5,0.0,48
2017-05-04,2017,5,4,16.5,2.9,9.7,0.0,32
2017-05-05,2017,5,5,10.0,7.0,8.5,19.9,37
2017-05-06,2017,5,6,21.7,7.1,14.4,8.9,48
2017-05-07,2017,5,7,10.3,3.1,6.7,6.3,50
2017-05-08,2017,5,8,5.8,1.6,3.7,0.2,35
2017-05-09,2017,5,9,8.5,1.2,4.9,0.0,0
2017-05-10,2017,5,10,12.7,2.7,7.7,0.0,0
2017-05-11,2017,5,11,13.3,7.0,10.2,0.0,39
2017-05-12,2017,5,12,18.6,8.3,13.5,0.0,0
2017-05-13,2017,5,13,18.9,10.7,14.8,1.2,37
2017-05-14,2017,5,14,13.2,8.8,11.0,3.6,0
2017-05-15,2017,5,15,22.7,9.2,16.0,0.0,48
2017-05-16,2017,5,16,22.8,9.0,15.9,0.0,39
2017-05-17,2017,5,17,28.8,14.4,21.6,0.0,56
2017-05-18,2017,5,18,30.3,18.8,24.6,0.2,65
2017-05-19,2017,5,19,20.0,8.0,14.0,0.2,41
2017-05-20,2017,5,20,17.8,5.6,11.7,0.0,35
2017-05-21,2017,5,21,20.0,9.5,14.8,2.3,32
2017-05-22,2017,5,22,14.7,9.8,12.3,6.1,43
2017-05-23,2017,5,23,20.8,11.0,15.9,0.0,33
2017-05-24,2017,5,24,24.4,10.4,17.4,0.0,0
2017-05-25,2017,5,25,20.7,12.9,16.8,9.6,48
2017-05-26,2017,5,26,14.5,10.8,12.7,1.2,44
2017-05-27,2017,5,27,22.0,10.8,16.4,0.0,0
2017-05-28,2017,5,28,25.9,13.4,19.7,0.0,0
2017-05-29,2017,5,29,19.3,12.7,16.0,6.4,52
2017-05-30,2017,5,30,18.9,12.3,15.6,8.4,44
2017-05-31,2017,5,31,23.3,12.2,17.8,1.3,43
2017-06-01,2017,6,1,18.4,10.9,14.7,0.0,56
2017-06-02,2017,6,2,15.3,8.6,12.0,4.5,39
2017-06-03,2017,6,3,17.8,9.6,13.7,0.0,33
2017-06-04,2017,6,4,21.7,9.7,15.7,0.0,33
2017-06-05,2017,6,5,16.1,12.1,14.1,39.6,39
2017-06-06,2017,6,6,15.7,9.9,12.8,9.9,39
2017-06-07,2017,6,7,24.7,7.8,16.3,0.0,33
2017-06-08,2017,6,8,27.7,14.5,21.1,0.2,0
2017-06-09,2017,6,9,25.2,12.3,18.8,0.2,48
2017-06-10,2017,6,10,25.0,9.2,17.1,0.2,0
2017-06-11,2017,6,11,29.3,19.3,24.3,0.2,56
2017-06-12,2017,6,12,31.3,20.2,25.8,2.0,43
2017-06-13,2017,6,13,25.8,16.6,21.2,0.0,35
2017-06-14,2017,6,14,20.6,12.5,16.6,0.0,35
2017-06-15,2017,6,15,23.8,13.1,18.5,4.4,0
2017-06-17,2017,6,17,27.8,16.4,22.1,0.0,0
2017-06-18,2017,6,18,32.0,21.1,26.6,0.0,41
2017-06-19,2017,6,19,25.6,20.2,22.9,0.5,37
2017-06-20,2017,6,20,23.9,17.2,20.6,16.0,43
2017-06-21,2017,6,21,22.4,15.8,19.1,0.0,43
2017-06-22,2017,6,22,24.5,15.0,19.8,2.4,33
2017-06-23,2017,6,23,25.3,16.7,21.0,9.0,0
2017-06-24,2017,6,24,26.0,17.3,21.7,0.0,48
2017-06-25,2017,6,25,23.1,14.4,18.8,0.0,44
2017-06-26,2017,6,26,21.4,13.4,17.4,1.5,41
2017-06-27,2017,6,27,20.7,14.6,17.7,1.4,56
2017-06-28,2017,6,28,22.5,13.3,17.9,0.0,43
2017-06-29,2017,6,29,20.5,15.1,17.8,3.1,37
2017-06-30,2017,6,30,22.6,16.0,19.3,5.7,0
2017-07-01,2017,7,1,23.9,19.1,21.5,5.2,0
2017-07-02,2017,7,2,23.9,18.1,21.0,0.0,41
2017-07-03,2017,7,3,24.7,15.8,20.3,0.0,43
2017-07-04,2017,7,4,26.0,13.2,19.6,0.0,0
2017-07-05,2017,7,5,27.3,13.5,20.4,0.0,0
2017-07-06,2017,7,6,28.0,18.0,23.0,0.0,33
2017-07-07,2017,7,7,27.2,19.7,23.5,10.0,0
2017-07-08,2017,7,8,23.8,16.8,20.3,20.7,46
2017-07-09,2017,7,9,24.5,15.5,20.0,0.2,39
2017-07-10,2017,7,10,24.4,17.5,21.0,2.1,35
2017-07-11,2017,7,11,27.1,19.6,23.4,0.0,33
2017-07-13,2017,7,13,23.4,14.9,19.2,0.3,41
2017-07-14,2017,7,14,20.8,15.7,18.3,8.5,0
2017-07-15,2017,7,15,26.5,17.3,21.9,0.2,0
2017-07-16,2017,7,16,26.2,19.7,23.0,2.4,0
2017-07-17,2017,7,17,26.3,18.7,22.5,1.7,0
2017-07-18,2017,7,18,28.3,16.7,22.5,0.0,0
2017-07-19,2017,7,19,27.2,19.9,23.6,7.5,37
2017-07-20,2017,7,20,27.4,17.9,22.7,8.9,54
2017-07-21,2017,7,21,27.8,18.3,23.1,0.0,43
2017-07-22,2017,7,22,24.7,17.4,21.1,0.0,32
2017-07-23,2017,7,23,24.5,16.0,20.3,0.0,0
2017-07-24,2017,7,24,20.5,13.8,17.2,15.5,39
2017-07-25,2017,7,25,23.1,13.7,18.4,1.3,0
2017-07-26,2017,7,26,23.6,15.0,19.3,0.0,0
2017-07-27,2017,7,27,25.5,15.6,20.6,0.0,41
2017-07-28,2017,7,28,23.2,12.9,18.1,0.0,0
2017-07-29,2017,7,29,24.4,12.1,18.3,0.0,0
2017-07-30,2017,7,30,26.4,11.2,18.8,0.0,0
2017-07-31,2017,7,31,28.6,18.3,23.5,36.6,63
2017-08-01,2017,8,1,27.2,14.7,21.0,0.0,0
2017-08-02,2017,8,2,29.6,17.6,23.6,0.0,0
2017-08-03,2017,8,3,27.9,17.9,22.9,0.0,0
2017-08-04,2017,8,4,28.8,19.6,24.2,32.1,70
2017-08-05,2017,8,5,25.3,15.7,20.5,10.4,56
2017-08-06,2017,8,6,21.1,13.2,17.2,0.0,46
2017-08-08,2017,8,8,24.0,13.4,18.7,0.2,33
2017-08-09,2017,8,9,23.8,17.1,20.5,0.0,46
2017-08-10,2017,8,10,24.7,15.8,20.3,0.0,0
2017-08-11,2017,8,11,27.8,17.8,22.8,0.0,32
2017-08-12,2017,8,12,25.9,17.8,21.9,5.5,41
2017-08-13,2017,8,13,26.1,17.5,21.8,0.6,35
2017-08-14,2017,8,14,26.1,16.9,21.5,0.0,32
2017-08-15,2017,8,15,25.0,17.8,21.4,6.9,32
2017-08-16,2017,8,16,22.5,14.3,18.4,0.0,37
2017-08-17,2017,8,17,25.4,14.7,20.1,0.0,0
2017-08-18,2017,8,18,22.1,16.6,19.4,18.1,32
2017-08-19,2017,8,19,26.3,17.3,21.8,0.0,41
2017-08-20,2017,8,20,26.0,17.6,21.8,0.0,41
2017-08-21,2017,8,21,28.1,19.1,23.6,0.0,35
2017-08-22,2017,8,22,27.3,20.4,23.9,8.8,63
2017-08-23,2017,8,23,22.8,14.1,18.5,0.0,46
2017-08-24,2017,8,24,20.7,11.6,16.2,0.0,33
2017-08-25,2017,8,25,21.0,11.3,16.2,0.0,32
2017-08-26,2017,8,26,20.7,9.2,15.0,0.0,0
2017-08-27,2017,8,27,22.4,9.2,15.8,0.0,0
2017-08-28,2017,8,28,24.0,11.7,17.9,0.0,0
2017-08-29,2017,8,29,23.9,15.5,19.7,0.0,0
2017-08-30,2017,8,30,22.8,12.6,17.7,0.0,0
2017-08-31,2017,8,31,19.2,8.7,14.0,0.5,41
2017-09-01,2017,9,1,17.2,6.9,12.1,0.0,54
2017-09-02,2017,9,2,20.2,6.2,13.2,0.0,0
2017-09-03,2017,9,3,14.4,11.6,13.0,23.7,41
2017-09-04,2017,9,4,24.1,12.9,18.5,1.5,43
2017-09-05,2017,9,5,21.2,16.1,18.7,0.6,0
2017-09-06,2017,9,6,17.8,14.5,16.2,0.7,0
2017-09-07,2017,9,7,19.2,12.8,16.0,16.1,43
2017-09-08,2017,9,8,18.0,12.3,15.2,0.3,32
2017-09-09,2017,9,9,19.9,9.4,14.7,0.3,0
2017-09-10,2017,9,10,20.0,6.1,13.1,0.0,0
2017-09-11,2017,9,11,23.0,10.9,17.0,0.0,0
2017-09-12,2017,9,12,24.0,12.2,18.1,0.0,33
2017-09-13,2017,9,13,25.6,14.6,20.1,0.0,0
2017-09-14,2017,9,14,26.6,15.6,21.1,0.0,0
2017-09-15,2017,9,15,26.6,15.9,21.3,0.2,0
2017-09-16,2017,9,16,26.3,17.7,22.0,0.0,0
2017-09-17,2017,9,17,27.5,17.0,22.3,0.0,0
2017-09-18,2017,9,18,27.0,16.0,21.5,0.0,0
2017-09-19,2017,9,19,27.8,18.5,23.2,0.0,0
2017-09-20,2017,9,20,26.1,17.2,21.7,0.0,0
2017-09-21,2017,9,21,25.8,14.4,20.1,0.0,0
2017-09-22,2017,9,22,26.1,13.6,19.9,0.0,0
2017-09-23,2017,9,23,28.6,14.9,21.8,0.0,0
2017-09-24,2017,9,24,30.2,19.7,25.0,0.0,0
2017-09-25,2017,9,25,31.6,19.9,25.8,0.0,0
2017-09-26,2017,9,26,29.7,21.2,25.5,0.0,0
2017-09-27,2017,9,27,30.9,17.7,24.3,5.0,61
2017-09-28,2017,9,28,17.7,7.9,12.8,0.0,39
2017-09-29,2017,9,29,14.6,5.5,10.1,0.0,32
2017-09-30,2017,9,30,15.2,6.3,10.8,0.0,35
2017-10-01,2017,10,1,17.8,6.0,11.9,0.0,35
2017-10-02,2017,10,2,19.9,7.0,13.5,0.0,0
2017-10-04,2017,10,4,25.8,12.4,19.1,4.8,44
2017-10-05,2017,10,5,20.0,11.4,15.7,0.0,43
2017-10-06,2017,10,6,19.2,10.6,14.9,0.0,0
2017-10-07,2017,10,7,21.0,11.0,16.0,3.1,0
2017-10-08,2017,10,8,24.1,17.3,20.7,5.5,63
2017-10-09,2017,10,9,17.9,15.1,16.5,28.1,32
2017-10-10,2017,10,10,21.5,12.2,16.9,0.0,33
2017-10-11,2017,10,11,12.3,7.3,9.8,0.0,0
2017-10-12,2017,10,12,16.0,4.7,10.4,0.0,0
2017-10-13,2017,10,13,17.8,6.9,12.4,0.0,33
2017-10-14,2017,10,14,18.7,14.0,16.4,0.0,0
2017-10-15,2017,10,15,24.1,7.8,16.0,9.3,57
2017-10-16,2017,10,16,8.7,0.8,4.8,0.0,35
2017-10-17,2017,10,17,14.1,0.8,7.5,0.0,41
2017-10-18,2017,10,18,18.8,9.3,14.1,0.0,0
2017-10-20,2017,10,20,17.4,8.1,12.8,0.0,39
2017-10-21,2017,10,21,20.9,10.2,15.6,0.0,0
2017-10-22,2017,10,22,19.5,8.8,14.2,0.0,0
2017-10-23,2017,10,23,22.1,7.2,14.7,0.0,37
2017-10-24,2017,10,24,24.2,10.6,17.4,29.8,69
2017-10-25,2017,10,25,17.9,9.5,13.7,0.0,0
2017-10-26,2017,10,26,12.4,8.3,10.4,2.5,32
2017-10-27,2017,10,27,11.1,5.4,8.3,0.0,44
2017-10-28,2017,10,28,19.2,4.4,11.8,0.0,43
2017-10-29,2017,10,29,13.1,8.3,10.7,25.1,48
2017-10-30,2017,10,30,18.9,7.1,13.0,0.3,76
2017-10-31,2017,10,31,11.6,2.9,7.3,0.0,65
2017-11-01,2017,11,1,10.2,1.2,5.7,1.8,0
2017-11-02,2017,11,2,17.0,6.0,11.5,19.2,33
2017-11-03,2017,11,3,17.1,1.8,9.5,8.6,50
2017-11-04,2017,11,4,6.6,-0.8,2.9,0.0,32
2017-11-05,2017,11,5,12.6,2.8,7.7,9.9,61
2017-11-06,2017,11,6,14.3,1.9,8.1,4.8,41
2017-11-07,2017,11,7,4.3,-0.9,1.7,0.0,0
2017-11-08,2017,11,8,6.7,-0.1,3.3,0.0,0
2017-11-09,2017,11,9,8.6,-0.2,4.2,2.1,65
2017-11-10,2017,11,10,1.3,-8.9,-3.8,0.0,61
2017-11-11,2017,11,11,-0.9,-9.1,-5.0,0.0,33
2017-11-12,2017,11,12,2.6,-3.7,-0.6,0.2,0
2017-11-13,2017,11,13,0.8,-5.4,-2.3,0.0,0
2017-11-15,2017,11,15,6.7,-2.7,2.0,0.0,37
2017-11-16,2017,11,16,9.1,0.6,4.9,3.1,50
2017-11-18,2017,11,18,1.6,-6.3,-2.4,1.0,32
2017-11-19,2017,11,19,2.1,-3.5,-0.7,10.6,56
2017-11-20,2017,11,20,-3.0,-7.6,-5.3,0.2,52
2017-11-21,2017,11,21,8.6,-4.2,2.2,0.7,0
2017-11-22,2017,11,22,7.7,-5.1,1.3,1.4,35
2017-11-23,2017,11,23,1.9,-8.5,-3.3,0.2,37
2017-11-24,2017,11,24,7.0,1.9,4.5,0.0,35
2017-11-25,2017,11,25,6.8,2.4,4.6,6.6,35
2017-11-26,2017,11,26,2.5,-3.7,-0.6,1.6,41
2017-11-27,2017,11,27,-0.9,-11.7,-6.3,0.2,39
2017-11-28,2017,11,28,5.6,-11.2,-2.8,0.0,33
2017-11-29,2017,11,29,8.0,-6.2,0.9,0.5,52
2017-11-30,2017,11,30,4.7,-6.7,-1.0,2.8,33
2017-12-01,2017,12,1,5.3,-0.3,2.5,0.0,33
2017-12-02,2017,12,2,3.4,-0.8,1.3,0.0,0
2017-12-03,2017,12,3,2.6,-1.0,0.8,0.0,0
2017-12-04,2017,12,4,5.9,-2.8,1.6,0.0,50
2017-12-05,2017,12,5,9.9,5.8,7.9,8.9,52
2017-12-06,2017,12,6,5.9,0.3,3.1,0.0,57
2017-12-07,2017,12,7,1.3,-1.5,-0.1,0.0,35
2017-12-08,2017,12,8,1.4,-2.2,-0.4,0.0,50
2017-12-09,2017,12,9,0.7,-4.5,-1.9,0.0,37
2017-12-10,2017,12,10,-1.1,-4.7,-2.9,1.3,44
2017-12-11,2017,12,11,-4.3,-12.7,-8.5,0.4,32
2017-12-12,2017,12,12,-6.6,-10.5,-8.6,8.5,41
2017-12-13,2017,12,13,-7.2,-15.7,-11.5,1.1,56
2017-12-14,2017,12,14,-13.8,-18.3,-16.1,0.0,46
2017-12-15,2017,12,15,-9.1,-18.7,-13.9,0.0,0
2017-12-16,2017,12,16,-8.1,-14.8,-11.5,1.5,0
2017-12-17,2017,12,17,-11.9,-20.4,-16.2,0.0,0
2017-12-18,2017,12,18,-10.0,-13.8,-11.9,3.5,0
2017-12-19,2017,12,19,3.8,-10.1,-3.2,7.5,54
2017-12-20,2017,12,20,1.5,-12.0,-5.3,0.0,54
2017-12-21,2017,12,21,-10.2,-15.0,-12.6,0.0,0
2017-12-22,2017,12,22,-11.5,-15.0,-13.3,0.7,35
2017-12-23,2017,12,23,-4.8,-11.5,-8.2,11.6,35
2017-12-24,2017,12,24,-5.1,-10.0,-7.6,0.2,35
2017-12-25,2017,12,25,-6.0,-10.4,-8.2,4.6,46
2017-12-26,2017,12,26,-6.8,-18.2,-12.5,0.0,46
2017-12-27,2017,12,27,-18.0,-24.1,-21.1,0.2,32
2017-12-28,2017,12,28,-20.4,-26.3,-23.4,0.2,39
2017-12-29,2017,12,29,-18.2,-24.5,-21.4,0.9,0
2017-12-30,2017,12,30,-17.1,-24.7,-20.9,0.0,0
2017-12-31,2017,12,31,-18.8,-24.3,-21.6,0.0,35
